%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5

                           truex ,           truey,             purex,           purey,           ekfx,           ekfy
1619936966776233911,0,2.56069593648,5.22969567786,2.63396873645,5.19544799584,2.69841947685,5.1675570128
1619936966826442003,0,2.51921190795,5.25760892806,2.59261045075,5.22355491406,2.66004885124,5.19708406616
1619936966876646995,0,2.47751654145,5.28467479819,2.55123243333,5.25070980211,2.63975011054,5.2131439287
1619936966926311016,0,2.43548822363,5.31085666293,2.50931908976,5.27707514099,2.59946868508,5.24360164189
1619936966977355957,0,2.39296484606,5.33622434062,2.46690429772,5.30262963107,2.53883694872,5.28421699173
1619936967026595115,0,2.34979585849,5.36087177074,2.42317293763,5.32784448264,2.49876329899,5.31360118183
1619936967077301025,0,2.30559959648,5.38499253679,2.37889017003,5.35225459687,2.45592483728,5.33999344191
1619936967126235961,0,2.26078750855,5.40836078035,2.33412601386,5.37585527651,2.4323726258,5.35498800225
1619936967181689977,0,2.21588632308,5.43078529404,2.2896310292,5.39828910193,2.38847734607,5.38232539089
1619936967226340055,0,2.17091733915,5.45226662672,2.24474850089,5.41996011352,2.34809956139,5.40626396666
1619936967277292966,0,2.12546200198,5.47303808248,2.1993611595,5.44092243232,2.28028372282,5.44218946764
1619936967324656009,0,2.07964955156,5.49307898026,2.15363213086,5.4611545869,2.23684537556,5.46585958802
1619936967376368999,0,2.03352030262,5.51237887273,2.10757143735,5.48065133583,2.2120243319,5.47932549094
1619936967426388025,0,1.98708523967,5.53093311331,2.06122150567,5.49939467883,2.16846403253,5.4999802489
1619936967476452112,0,1.94036219026,5.54873050566,2.01456741221,5.51739108999,2.12520482265,5.52129168861
1619936967527436017,0,1.89352088592,5.56570365356,1.96785291422,5.53454397098,2.0773388155,5.54243146587
1619936967576375007,0,1.84645277999,5.5818389534,1.92084832407,5.5508650006,2.0321790948,5.56233906368
1619936967626341104,0,1.7988413329,5.59723990873,1.87286756597,5.56658066881,1.965048266,5.59112347446
1619936967676559925,0,1.75038808203,5.6119501883,1.82440416897,5.58152123339,1.91167562783,5.61069311191
1619936967726356983,0,1.70166041835,5.62583068502,1.77570392169,5.5956199303,1.89394064738,5.6169382659
1619936967777216911,0,1.6528390248,5.63886125666,1.72746630913,5.6087075072,1.84520764191,5.63490940865
1619936967827547073,0,1.60432434503,5.65098941061,1.67900337836,5.62102140231,1.80049680069,5.65012740721
1619936967877218961,0,1.55575751007,5.66227326633,1.63043095894,5.63253387009,1.75151711778,5.66510554647
1619936967931310892,0,1.50687956078,5.67276626004,1.58159389982,5.64324441922,1.67956131737,5.68800085289
1619936967976466894,0,1.45782706179,5.68247285792,1.53258860609,5.6531660069,1.63158685856,5.70151271796
1619936968026387929,0,1.40862420236,5.69138711802,1.4834291743,5.66229579511,1.5827016042,5.71398089068
1619936968077439069,0,1.3592821313,5.69950740896,1.43411068081,5.67063448504,1.53450944013,5.72502906218
1619936968127527952,0,1.3098176396,5.70682931636,1.38469274972,5.678171571,1.48300005857,5.73562236946
1619936968177377939,0,1.2602445153,5.71336474447,1.33514493407,5.68491421555,1.4602025646,5.74035848954
1619936968227371931,0,1.21013890551,5.71914981,1.28471879035,5.69095188852,1.40608786458,5.7505754759
1619936968277656078,0,1.15957175727,5.72416064718,1.23417185865,5.69618502994,1.35936645115,5.75906524743
1619936968326406002,0,1.1089190051,5.72837319438,1.18350033576,5.70062306513,1.31033585197,5.76780403172
1619936968376410007,0,1.05832866406,5.73179606153,1.13300267922,5.7042523683,1.25771328503,5.77515255123
1619936968427702903,0,1.00817569226,5.73443372005,1.08288949776,5.70709130844,1.18351540141,5.78504449303
1619936968477351903,0,0.958131919326,5.73630158858,1.03300963151,5.70917128408,1.13072777195,5.79040186999
1619936968527257919,0,0.908466171566,5.73732343647,0.983049323431,5.71042458686,1.10409427875,5.79358227431
1619936968577455043,0,0.858469547582,5.73748537304,0.933050481765,5.71082186879,1.05765556297,5.79786744293
1619936968627465009,0,0.808468451537,5.73684119623,0.883051894834,5.71041444886,1.00952966533,5.80061002176
1619936968676312923,0,0.758484733471,5.73539222281,0.833067138408,5.70920248984,0.958604257702,5.80438394525
1619936968729624032,0,0.708531453078,5.73313726713,0.783092310103,5.70718397865,0.909396744215,5.80561910051
1619936968776386976,0,0.658622480103,5.73008917259,0.733165075206,5.70436230772,0.834745879522,5.80601584808
1619936968827377080,0,0.608305365287,5.72619950834,0.68265708332,5.70069274169,0.783866382693,5.8067413581
1619936968876483917,0,0.557723212078,5.72149129878,0.632026843734,5.69620016695,0.734232586727,5.8058026188
1619936968926307916,0,0.507197505483,5.71598203696,0.581535773516,5.69091262977,0.682017390737,5.80439087588
1619936968976340055,0,0.457035233778,5.70970172335,0.531711764414,5.68490733221,0.656541967251,5.80408061806
1619936969026556968,0,0.4073509335,5.70271753698,0.481991847819,5.67815589592,0.607864088469,5.80000426
1619936969076288938,0,0.357838880734,5.69500939964,0.432530524601,5.67068268894,0.55708129367,5.79814641954
1619936969126405000,0,0.308973403149,5.68655893809,0.383667703671,5.66249656183,0.50484992471,5.79291451556
1619936969177649974,0,0.260336742083,5.67718384361,0.334922647207,5.65336335008,0.458499666261,5.78856839875
1619936969230304002,0,0.211495012955,5.66685008738,0.285967538404,5.64323530972,0.410848675876,5.7821479585
1619936969276232957,0,0.162750940491,5.65570362874,0.237181831414,5.6323193753,0.334051687329,5.77194005139
1619936969329736948,0,0.114192927132,5.64377251645,0.188579382507,5.62061822175,0.308775454153,5.76765400578
1619936969376439094,0,0.065831578629,5.6310639862,0.140159590174,5.60813244319,0.260244644022,5.75983638163
1619936969426438093,0,0.017242135278,5.61747034296,0.0911426055008,5.59464674601,0.211091900997,5.74962432673
1619936969476408958,0,-0.0314705616619,5.60300564242,0.0423466457561,5.58037714947,0.16254636376,5.73996369875
1619936969527539014,0,-0.0799514088012,5.58777740137,-0.00600170354266,5.56540303179,0.11282004672,5.72744327048
1619936969578290939,0,-0.127944997522,5.57186593413,-0.0541068717278,5.54968554562,0.038034966385,5.70940761911
